model,strategy,training_size,coverage,set_size,acc,duration
RF,lac_split,400,0.9502,2.0004,0.7798,0.3119999999180436
RF,lac_split,401,0.8566,1.1834,0.7964,0.3130000000819564
RF,lac_split,402,0.9038,1.5202,0.7764,0.3119999999180436
RF,lac_split,403,0.9216,1.6646,0.7798,0.2970000000204891
RF,lac_split,404,0.8872,1.3682,0.7924,0.2970000000204891
RF,lac_split,405,0.934,1.7746,0.7684,0.31299999996554106
RF,lac_split,406,0.914,1.6092,0.779,0.2970000000204891
RF,lac_split,407,0.9158,1.544,0.786,0.3279999999795109
RF,lac_split,408,0.9292,1.7288,0.772,0.3279999999795109
RF,lac_split,409,0.9302,1.7514,0.756,0.31299999996554106
RF,lac_split,410,0.9272,1.7144,0.7736,0.2970000000204891
RF,lac_split,411,0.9126,1.5838,0.7824,0.31200000003445894
RF,lac_split,412,0.9196,1.7036,0.7552,0.31299999996554106
RF,lac_split,413,0.8386,1.1998,0.7694,0.31200000003445894
RF,lac_split,414,0.928,1.6248,0.7884,0.31299999996554106
RF,lac_split,415,0.9046,1.4784,0.7884,0.31200000003445894
RF,lac_split,416,0.9132,1.6054,0.7708,0.31299999996554106
RF,lac_split,417,0.9498,1.809,0.7946,0.31200000003445894
RF,lac_split,418,0.8944,1.5628,0.7546,0.31299999996554106
RF,lac_split,419,0.9186,1.4952,0.7894,0.31200000003445894
RF,lac_split,420,0.95,1.9806,0.7802,0.3279999999795109
RF,lac_split,421,0.9446,1.7412,0.7994,0.31299999996554106
RF,lac_split,422,0.9012,1.4064,0.7936,0.3279999999795109
RF,lac_split,423,0.9278,1.6072,0.7894,0.31200000003445894
RF,lac_split,424,0.9316,1.7748,0.7738,0.2969999999040738
RF,lac_split,425,0.9398,1.7042,0.7908,0.31200000003445894
RF,lac_split,426,0.886,1.3452,0.7912,0.3279999999795109
RF,lac_split,427,0.9142,1.6126,0.7676,0.32900000002700835
RF,lac_split,428,0.9084,1.497,0.7878,0.31200000003445894
RF,lac_split,429,0.9212,1.537,0.7984,0.3279999999795109
RF,lac_split,430,0.8996,1.4782,0.7782,0.31200000003445894
RF,lac_split,431,0.8596,1.301,0.7756,0.3279999999795109
RF,lac_split,432,0.9392,1.773,0.7688,0.3280000000959262
RF,lac_split,433,0.9066,1.562,0.7548,0.3279999999795109
RF,lac_split,434,0.943,1.7788,0.7888,0.3279999999795109
RF,lac_split,435,0.9136,1.5202,0.7824,0.3279999999795109
RF,lac_split,436,0.9246,1.6116,0.7896,0.34299999999348074
RF,lac_split,437,0.8854,1.3518,0.7874,0.32900000002700835
RF,lac_split,438,0.915,1.6666,0.774,0.31200000003445894
RF,lac_split,439,0.9144,1.5502,0.7862,0.3279999999795109
RF,lac_split,440,0.9224,1.704,0.7804,0.3279999999795109
RF,lac_split,441,0.8252,1.092,0.7992,0.3440000000409782
RF,lac_split,442,0.926,1.7046,0.768,0.3279999999795109
RF,lac_split,443,0.9278,1.694,0.7734,0.3279999999795109
RF,lac_split,444,0.963,2.1754,0.7818,0.3440000000409782
RF,lac_split,445,0.9242,1.6774,0.7842,0.3279999999795109
RF,lac_split,446,0.8852,1.4264,0.771,0.3280000000959262
RF,lac_split,447,0.8776,1.3142,0.7918,0.3279999999795109
RF,lac_split,448,0.9254,1.6776,0.7748,0.34299999999348074
RF,lac_split,449,0.927,1.5814,0.799,0.3440000000409782
RF,lac_split,450,0.898,1.3856,0.7984,0.3440000000409782
RF,lac_split,451,0.8916,1.3372,0.799,0.3279999999795109
RF,lac_split,452,0.9274,1.5894,0.778,0.34299999999348074
RF,lac_split,453,0.9244,1.5136,0.8036,0.3440000000409782
RF,lac_split,454,0.8834,1.321,0.791,0.3440000000409782
RF,lac_split,455,0.9218,1.7746,0.7614,0.3279999999795109
RF,lac_split,456,0.9078,1.4416,0.7962,0.34399999992456287
RF,lac_split,457,0.9202,1.4938,0.7988,0.3440000000409782
RF,lac_split,458,0.8902,1.4334,0.7752,0.34299999999348074
RF,lac_split,459,0.8634,1.2248,0.8016,0.3279999999795109
RF,lac_split,460,0.8776,1.3744,0.7736,0.3440000000409782
RF,lac_split,461,0.9312,1.6184,0.8044,0.3279999999795109
RF,lac_split,462,0.9702,2.2378,0.7664,0.3440000000409782
RF,lac_split,463,0.8884,1.3488,0.7912,0.34399999992456287
RF,lac_split,464,0.9278,1.6562,0.7856,0.3440000000409782
RF,lac_split,465,0.9502,1.6954,0.8094,0.34299999999348074
RF,lac_split,466,0.9334,1.6556,0.7946,0.3440000000409782
RF,lac_split,467,0.9108,1.5206,0.777,0.34299999999348074
RF,lac_split,468,0.9232,1.7384,0.7612,0.3279999999795109
RF,lac_split,469,0.9436,1.7648,0.7962,0.3440000000409782
RF,lac_split,470,0.9302,1.7518,0.7838,0.3279999999795109
RF,lac_split,471,0.9002,1.3638,0.8014,0.34299999999348074
RF,lac_split,472,0.8894,1.3552,0.7906,0.3440000000409782
RF,lac_split,473,0.9186,1.533,0.7992,0.35999999998603016
RF,lac_split,474,0.9146,1.3734,0.8172,0.35900000005494803
RF,lac_split,475,0.9162,1.588,0.7958,0.34399999992456287
RF,lac_split,476,0.9248,1.6624,0.7878,0.3589999999385327
RF,lac_split,477,0.9318,1.5792,0.8036,0.35999999998603016
RF,lac_split,478,0.9148,1.5832,0.7794,0.35900000005494803
RF,lac_split,479,0.9426,1.8782,0.7732,0.3440000000409782
RF,lac_split,480,0.8934,1.463,0.7694,0.3589999999385327
RF,lac_split,481,0.9216,1.546,0.8042,0.3440000000409782
RF,lac_split,482,0.9212,1.5972,0.7944,0.3589999999385327
RF,lac_split,483,0.9184,1.4828,0.7974,0.3440000000409782
RF,lac_split,484,0.895,1.4472,0.7796,0.35900000005494803
RF,lac_split,485,0.904,1.426,0.795,0.34399999992456287
RF,lac_split,486,0.9388,1.759,0.7892,0.3440000000409782
RF,lac_split,487,0.8496,1.162,0.8012,0.375
RF,lac_split,488,0.9276,1.5698,0.7988,0.3589999999385327
RF,lac_split,489,0.9452,1.784,0.7894,0.375
RF,lac_split,490,0.9156,1.4064,0.8062,0.375
RF,lac_split,491,0.9032,1.4616,0.7754,0.375
RF,lac_split,492,0.9012,1.3992,0.7954,0.3589999999385327
RF,lac_split,493,0.9422,1.7474,0.8048,0.34399999992456287
RF,lac_split,494,0.9376,1.6902,0.7984,0.35900000005494803
RF,lac_split,495,0.8914,1.3736,0.7932,0.39099999994505197
RF,lac_split,496,0.901,1.3422,0.8014,0.375
RF,lac_split,497,0.9236,1.5558,0.7954,0.375
RF,lac_split,498,0.8948,1.3644,0.797,0.4220000000204891
RF,lac_split,499,0.9112,1.3896,0.8032,0.375
RF,lac_split,500,0.9594,1.9178,0.7964,0.375
RF,lac_split,501,0.8888,1.298,0.7976,0.375
RF,lac_split,502,0.9348,1.7232,0.7834,0.39000000001396984
RF,lac_split,503,0.9042,1.429,0.7942,0.4059999999590218
RF,lac_split,504,0.9344,1.6446,0.7892,0.375
RF,lac_split,505,0.895,1.4014,0.7884,0.375
