model,strategy,training_size,coverage,set_size,acc,duration
GaussianNB,lac_split,16,1.0,5.0,0.3202,0.0
GaussianNB,lac_split,17,1.0,5.0,0.2002,0.0
GaussianNB,lac_split,18,1.0,5.0,0.2034,0.0
GaussianNB,lac_split,19,1.0,5.0,0.1906,0.0
GaussianNB,lac_split,20,1.0,5.0,0.2416,0.015999999945051968
GaussianNB,lac_split,21,1.0,5.0,0.21,0.015000000013969839
GaussianNB,lac_split,22,1.0,5.0,0.2264,0.0
GaussianNB,lac_split,23,1.0,5.0,0.2672,0.0
GaussianNB,lac_split,24,1.0,5.0,0.2628,0.0
GaussianNB,lac_split,25,1.0,5.0,0.3544,0.0
GaussianNB,lac_split,26,1.0,5.0,0.2938,0.0
GaussianNB,lac_split,27,1.0,5.0,0.2242,0.0
GaussianNB,lac_split,28,1.0,5.0,0.3566,0.0
GaussianNB,lac_split,29,1.0,5.0,0.3328,0.0
GaussianNB,lac_split,30,1.0,5.0,0.3892,0.0
GaussianNB,lac_split,31,1.0,5.0,0.436,0.0
GaussianNB,lac_split,32,0.8158,3.2278,0.427,0.0
GaussianNB,lac_split,33,1.0,5.0,0.3636,0.0
GaussianNB,lac_split,34,1.0,5.0,0.3872,0.015000000013969839
GaussianNB,lac_split,35,1.0,5.0,0.4424,0.0
GaussianNB,lac_split,36,0.9498,4.2322,0.4928,0.0
GaussianNB,lac_split,37,0.9268,4.1328,0.4288,0.0
GaussianNB,lac_split,38,0.9658,4.2928,0.5142,0.0
GaussianNB,lac_split,39,1.0,5.0,0.4634,0.0
GaussianNB,lac_split,40,1.0,5.0,0.4482,0.0
GaussianNB,lac_split,41,0.867,3.1078,0.4884,0.0
GaussianNB,lac_split,42,0.9872,4.7728,0.459,0.0
GaussianNB,lac_split,43,0.8694,3.395,0.4288,0.01600000006146729
GaussianNB,lac_split,44,0.941,4.2976,0.4478,0.0
GaussianNB,lac_split,45,0.8894,3.2052,0.5092,0.0
GaussianNB,lac_split,46,0.9142,3.9328,0.4582,0.0
GaussianNB,lac_split,47,0.9554,3.6682,0.5576,0.0
GaussianNB,lac_split,48,0.9356,4.0602,0.4224,0.0
GaussianNB,lac_split,49,0.8892,3.5022,0.4782,0.0
GaussianNB,lac_split,50,0.9118,3.5762,0.5082,0.015000000013969839
GaussianNB,lac_split,51,0.9822,4.6968,0.5656,0.0
GaussianNB,lac_split,52,0.8892,3.2026,0.5246,0.0
GaussianNB,lac_split,53,1.0,5.0,0.5296,0.0
GaussianNB,lac_split,54,0.9176,3.1618,0.5984,0.015000000013969839
GaussianNB,lac_split,55,0.9802,4.361,0.4916,0.0
GaussianNB,lac_split,56,0.9154,3.3094,0.5658,0.0
GaussianNB,lac_split,57,0.992,4.8122,0.5378,0.0
GaussianNB,lac_split,58,0.9894,4.6616,0.5034,0.0
GaussianNB,lac_split,59,0.9174,3.5562,0.5296,0.0
GaussianNB,lac_split,60,0.9494,3.8898,0.531,0.015000000013969839
GaussianNB,lac_split,61,0.8416,2.5728,0.55,0.0
GaussianNB,lac_split,62,0.9736,4.1004,0.5148,0.01600000006146729
GaussianNB,lac_split,63,0.9822,4.1472,0.5884,0.0
